Region,Life Expectancy - Interpolated,Year,Quadrant Region,African Region,Rank,Country Name
Africa,51.360001,1998,Africa,Eastern Africa,63,Country 63
Africa,55.18,2008,Africa,Central Africa,141,Country 141
Africa,72.68,2012,Africa,Western Africa,6,Country 6
Americas,75.209999,2005,Americas,,143,Country 143
Americas,77.059998,2002,Americas,,142,Country 142
Africa,56.889999,1997,Africa,Western Africa,164,Country 164
Western Pacific,63.459999,2004,Asia and Oceania,,140,Country 140
Eastern Mediterranean,71.730003,2003,Africa,Northern Africa,55,Country 55
Eastern Mediterranean,74.360001,2010,Asia and Oceania,,52,Country 52
Africa,56.849998,2014,Africa,Eastern Africa,39,Country 39
Africa,61.200001,2007,Africa,Eastern Africa,2,Country 2
Europe,70.269997,2002,Europe,,54,Country 54
Europe,79.849998,2006,Asia and Oceania,,34,Country 34
Africa,58.619999,2003,Africa,Western Africa,164,Country 164
South-East Asia,70.860001,2016,Asia and Oceania,,43,Country 43
South-East Asia,69.040001,2014,Asia and Oceania,,36,Country 36
Europe,78.510002,2013,Asia and Oceania,,4,Country 4
Africa,54.970001,1999,Africa,Southern Africa,10,Country 10
Europe,71.25,2014,Asia and Oceania,,56,Country 56
Africa,61.84,2013,Africa,Central Africa,79,Country 79
Africa,52.790001,2005,Africa,Eastern Africa,81,Country 81
Western Pacific,82.410004,2007,Asia and Oceania,,80,Country 80
Africa,61.560001,2016,Africa,Central Africa,62,Country 62
Africa,60.52,2010,Africa,Western Africa,78,Country 78
Europe,79.160004,2004,Europe,,111,Country 111
Eastern Mediterranean,55.18,2008,Asia and Oceania,,69,Country 69
Western Pacific,67.25,2012,Asia and Oceania,,86,Country 86
Americas,75.139999,2012,Americas,,72,Country 72
Europe,74.25,2001,Europe,,61,Country 61
Europe,72.089996,2001,Europe,,84,Country 84
Eastern Mediterranean,77.25,2008,Asia and Oceania,,85,Country 85
Europe,79.629997,1999,Europe,,134,Country 134
Americas,75.900002,2011,Americas,,70,Country 70
Eastern Mediterranean,76.370003,2005,Asia and Oceania,,60,Country 60
Eastern Mediterranean,79.040001,2010,Asia and Oceania,,60,Country 60
Eastern Mediterranean,67.610001,2016,Asia and Oceania,,30,Country 30
Europe,77.57,2014,Europe,,61,Country 61
Europe,73.419998,2014,Europe,,84,Country 84
Western Pacific,82.529999,2013,Asia and Oceania,,41,Country 41
Western Pacific,61.41,2003,Asia and Oceania,,86,Country 86
Eastern Mediterranean,77.190002,2007,Asia and Oceania,,85,Country 85
Africa,48.98,1998,Africa,Eastern Africa,135,Country 135
Europe,80.910004,2007,Europe,,82,Country 82
Africa,44.299999,2001,Africa,Central Africa,129,Country 129
Africa,60.68,2016,Africa,Western Africa,114,Country 114
Africa,46.540001,1997,Africa,Central Africa,79,Country 79
Americas,60.490002,2011,Americas,,77,Country 77
Americas,75.309998,2006,Americas,,109,Country 109
Eastern Mediterranean,73.660004,2006,Asia and Oceania,,107,Country 107
Africa,55.259998,2001,Africa,Western Africa,108,Country 108
Europe,78.029999,2005,Europe,,106,Country 106
Europe,79.099998,2016,Europe,,74,Country 74
Africa,51.07,2007,Africa,Southern Africa,152,Country 152
Europe,80.900002,2016,Europe,,37,Country 37
Europe,71.489998,2011,Europe,,151,Country 151
Americas,73,1999,Americas,,25,Country 25
Europe,70.080002,2013,Asia and Oceania,,14,Country 14
Africa,61.470001,2014,Africa,Western Africa,31,Country 31
South-East Asia,73.919998,2003,Asia and Oceania,,3,Country 3
Eastern Mediterranean,67.209999,2015,Asia and Oceania,,30,Country 30
Europe,73.370003,2006,Europe,,28,Country 28
Americas,76.889999,1999,Americas,,15,Country 15
Americas,73.470001,1997,Americas,,109,Country 109
Europe,80.839996,2016,Europe,,132,Country 132
Americas,77.720001,2007,Americas,,100,Country 100
Europe,77.510002,2000,Europe,,97,Country 97
Europe,65.870003,1999,Europe,,154,Country 154
Europe,80.400002,2006,Europe,,102,Country 102
Africa,67.25,2015,Africa,Eastern Africa,99,Country 99
Europe,74.389999,2014,Europe,,161,Country 161
Eastern Mediterranean,76.349998,2007,Africa,Northern Africa,98,Country 98
Americas,77.099998,2007,Americas,,160,Country 160
Western Pacific,79,2002,Asia and Oceania,,150,Country 150
Americas,77.610001,2009,Americas,,121,Country 121
Africa,54.299999,1999,Africa,Western Africa,114,Country 114
South-East Asia,71.980003,1998,Asia and Oceania,,3,Country 3
Africa,56.560001,2004,Africa,Eastern Africa,119,Country 119
Africa,64.440002,2011,Africa,Western Africa,113,Country 113
Europe,80.099998,2007,Europe,,118,Country 118
Europe,78.559998,2003,Europe,,116,Country 116
Eastern Mediterranean,64.959999,2005,Asia and Oceania,,83,Country 83
Eastern Mediterranean,74.389999,2007,Asia and Oceania,,120,Country 120
Americas,76.68,2015,Americas,,133,Country 133
Americas,78.870003,2015,Americas,,20,Country 20
Africa,46.650002,2008,Africa,Eastern Africa,135,Country 135
Europe,67.059998,2006,Asia and Oceania,,19,Country 19
Europe,81.349998,2006,Europe,,134,Country 134
Europe,80.209999,2001,Europe,,95,Country 95
Americas,78.260002,2016,Americas,,25,Country 25
Europe,70.510002,1997,Europe,,157,Country 157
Europe,78.120003,2003,Europe,,58,Country 58
Europe,76.220001,1997,Europe,,158,Country 158
Eastern Mediterranean,73.139999,2002,Asia and Oceania,,90,Country 90
Europe,82.839996,2014,Europe,,57,Country 57
Americas,74.449997,1998,Americas,,159,Country 159
Eastern Mediterranean,61.299999,2000,Africa,Eastern Africa,59,Country 59
Europe,69.089996,2010,Europe,,29,Country 29
South-East Asia,68.040001,2003,Asia and Oceania,,27,Country 27
Africa,44.599998,2003,Africa,Eastern Africa,39,Country 39
Africa,64.720001,2010,Africa,Eastern Africa,2,Country 2
Eastern Mediterranean,73.290001,2007,Asia and Oceania,,52,Country 52
Europe,74.949997,2015,Europe,,54,Country 54
Africa,52.09,2004,Africa,Western Africa,13,Country 13
Eastern Mediterranean,74.57,2014,Africa,Northern Africa,55,Country 55
Europe,81.699997,2011,Asia and Oceania,,34,Country 34
Europe,74.25,2011,Europe,,157,Country 157
Eastern Mediterranean,78.010002,2004,Asia and Oceania,,155,Country 155
Europe,79.860001,2011,Europe,,158,Country 158
Africa,60.490002,2013,Africa,Western Africa,156,Country 156
Americas,74.050003,2008,Americas,,159,Country 159
Europe,81.650002,2015,Europe,,111,Country 111
Europe,80.730003,2003,Europe,,134,Country 134
Africa,55.509998,2013,Africa,Eastern Africa,135,Country 135
Europe,71.419998,1997,Europe,,84,Country 84
Americas,76.769997,2010,Americas,,133,Country 133
Europe,72.599998,1997,Europe,,61,Country 61
Africa,45.98,2005,Africa,Eastern Africa,39,Country 39
Eastern Mediterranean,73.029999,2008,Africa,Northern Africa,55,Country 55
Europe,72.769997,2009,Europe,,54,Country 54
Eastern Mediterranean,74.389999,1999,Africa,Northern Africa,32,Country 32
Europe,82.07,2013,Asia and Oceania,,34,Country 34
Eastern Mediterranean,71.470001,2001,Asia and Oceania,,52,Country 52
Africa,66.129997,2012,Africa,Eastern Africa,2,Country 2
Americas,78.080002,2008,Americas,,142,Country 142
Americas,76.190002,2015,Americas,,143,Country 143
Africa,52.59,2002,Africa,Central Africa,141,Country 141
Europe,77.910004,1997,Europe,,111,Country 111
Western Pacific,81.790001,2009,Asia and Oceania,,41,Country 41
Western Pacific,67.849998,2014,Asia and Oceania,,140,Country 140
Western Pacific,74.550003,2016,Asia and Oceania,,105,Country 105
Africa,57.049999,2006,Africa,Western Africa,156,Country 156
Europe,71.669998,2000,Europe,,157,Country 157
Europe,76.949997,2000,Europe,,158,Country 158
Eastern Mediterranean,80.040001,2015,Asia and Oceania,,155,Country 155
Europe,77.290001,2014,Europe,,75,Country 75
Europe,75.419998,2002,Europe,,74,Country 74
Americas,69.25,2003,Americas,,73,Country 73
Europe,71.360001,2013,Europe,,110,Country 110
Africa,55.580002,2005,Africa,Western Africa,38,Country 38
Africa,58.450001,2011,Africa,Western Africa,35,Country 35
Europe,72.010002,2004,Europe,,51,Country 51
Africa,57.139999,2007,Africa,Western Africa,31,Country 31
Europe,77.550003,2016,Europe,,18,Country 18
Europe,75.75,2015,Europe,,28,Country 28
Europe,77.18,1997,Europe,,16,Country 16
Europe,67.610001,2009,Asia and Oceania,,53,Country 53
Americas,70.529999,1999,Americas,,72,Country 72
Africa,59.299999,1999,Africa,Western Africa,12,Country 12
Eastern Mediterranean,64.010002,2006,Asia and Oceania,,30,Country 30
Western Pacific,74.339996,2015,Asia and Oceania,,105,Country 105
Americas,76.379997,2016,Americas,,143,Country 143
South-East Asia,74.629997,2007,Asia and Oceania,,3,Country 3
Eastern Mediterranean,77.18,2013,Africa,Northern Africa,98,Country 98
Americas,78.910004,2013,Americas,,100,Country 100
Europe,81.5,2012,Europe,,102,Country 102
Europe,80.32,2010,Europe,,97,Country 97
Eastern Mediterranean,75.18,2011,Asia and Oceania,,90,Country 90
Africa,64.279999,2005,Africa,Eastern Africa,99,Country 99
Europe,81.919998,2008,Europe,,95,Country 95
Europe,79.669998,2007,Europe,,16,Country 16
Africa,63.220001,2011,Africa,Central Africa,11,Country 11
Africa,56.470001,1997,Africa,Western Africa,31,Country 31
Americas,79.669998,2012,Americas,,15,Country 15
Africa,60.130001,2005,Africa,Western Africa,12,Country 12
Eastern Mediterranean,76.110001,2007,Asia and Oceania,,163,Country 163
South-East Asia,63.580002,2005,Asia and Oceania,,36,Country 36
Europe,77.25,2006,Asia and Oceania,,4,Country 4
Europe,75.230003,2016,Europe,,49,Country 49
Europe,79.860001,2006,Europe,,111,Country 111
Americas,73.230003,2001,Americas,,87,Country 87
Europe,69.959999,1999,Europe,,54,Country 54
Eastern Mediterranean,72.629997,1999,Asia and Oceania,,90,Country 90
Africa,59.869999,2016,Africa,Western Africa,115,Country 115
Eastern Mediterranean,75.839996,2009,Africa,Northern Africa,32,Country 32
Eastern Mediterranean,70.230003,1998,Africa,Northern Africa,55,Country 55
Europe,80.93,2007,Europe,,33,Country 33
Europe,79.669998,2001,Europe,,57,Country 57
Eastern Mediterranean,66.010002,2015,Africa,Eastern Africa,59,Country 59
Eastern Mediterranean,74.720001,1997,Asia and Oceania,,155,Country 155
Africa,60.830002,2010,Africa,Eastern Africa,148,Country 148
Europe,76.809998,2014,Europe,,149,Country 149
Europe,80.779999,2012,Europe,,58,Country 58
Europe,72.309998,2008,Europe,,84,Country 84
Americas,74.970001,1999,Americas,,133,Country 133
Eastern Mediterranean,79.82,2012,Asia and Oceania,,60,Country 60
Eastern Mediterranean,76.470001,2001,Asia and Oceania,,85,Country 85
Western Pacific,62.959999,2005,Asia and Oceania,,86,Country 86
Europe,75.599998,2008,Europe,,61,Country 61
Africa,44.939999,2005,Africa,Central Africa,129,Country 129
Africa,58.610001,2010,Africa,Southern Africa,10,Country 10
Americas,74.900002,2016,Americas,,91,Country 91
Europe,81.519997,2014,Europe,,111,Country 111
South-East Asia,62.07,1997,Asia and Oceania,,43,Country 43
Western Pacific,72.860001,2009,Asia and Oceania,,105,Country 105
Europe,69.860001,2011,Europe,,154,Country 154
Americas,74.07,2001,Americas,,70,Country 70
Europe,71.110001,1997,Europe,,51,Country 51
Eastern Mediterranean,52.41,2002,Asia and Oceania,,69,Country 69
Americas,74.889999,2006,Americas,,72,Country 72
Europe,75.269997,2006,Europe,,149,Country 149
Africa,58.200001,2007,Africa,Western Africa,78,Country 78
Africa,52.75,2000,Africa,Central Africa,79,Country 79
Africa,59.130001,2002,Africa,Eastern Africa,148,Country 148
Western Pacific,82.910004,2010,Asia and Oceania,,80,Country 80
Africa,55.09,2008,Africa,Eastern Africa,81,Country 81
Europe,71.239998,2016,Asia and Oceania,,14,Country 14
Africa,50.889999,2000,Africa,Western Africa,13,Country 13
Africa,63.490002,2002,Africa,Western Africa,5,Country 5
South-East Asia,64.93,2007,Asia and Oceania,,92,Country 92
Africa,49.459999,2007,Africa,Eastern Africa,89,Country 89
Europe,71.410004,2014,Europe,,29,Country 29
Americas,74.660004,2005,Americas,,91,Country 91
Africa,60.380001,2009,Africa,Eastern Africa,93,Country 93
Europe,73.190002,1997,Europe,,67,Country 67
Africa,65.470001,2016,Africa,Central Africa,8,Country 8
Europe,65.760002,1998,Asia and Oceania,,14,Country 14
Europe,81.919998,2011,Europe,,94,Country 94
South-East Asia,69.059998,2007,Asia and Oceania,,27,Country 27
Americas,74.839996,2013,Americas,,88,Country 88
Eastern Mediterranean,64.089996,2011,Africa,Eastern Africa,59,Country 59
Eastern Mediterranean,74.330002,2000,Asia and Oceania,,163,Country 163
Europe,80.480003,2005,Europe,,57,Country 57
Europe,79.769997,2008,Europe,,58,Country 58
Western Pacific,68.029999,2003,Asia and Oceania,,137,Country 137
Europe,69.510002,2012,Asia and Oceania,,14,Country 14
Europe,80.260002,2004,Europe,,33,Country 33
Eastern Mediterranean,69.82,1997,Africa,Northern Africa,55,Country 55
Eastern Mediterranean,76.050003,2010,Africa,Northern Africa,32,Country 32
Europe,63.060001,1998,Asia and Oceania,,126,Country 126
Western Pacific,68.029999,2004,Asia and Oceania,,137,Country 137
Africa,63.02,2013,Africa,Western Africa,164,Country 164
Western Pacific,75.720001,1999,Asia and Oceania,,124,Country 124
Western Pacific,78.529999,1998,Asia and Oceania,,125,Country 125
Americas,73.970001,1998,Americas,,70,Country 70
Europe,79.980003,2003,Europe,,57,Country 57
Europe,72,2002,Europe,,51,Country 51
Eastern Mediterranean,65.040001,2013,Africa,Eastern Africa,59,Country 59
Eastern Mediterranean,76.029999,1999,Asia and Oceania,,155,Country 155
Europe,71.720001,2015,Asia and Oceania,,53,Country 53
South-East Asia,77.699997,2016,Asia and Oceania,,26,Country 26
Europe,81.099998,2014,Europe,,58,Country 58
Eastern Mediterranean,51.110001,1997,Asia and Oceania,,69,Country 69
Americas,77.93,2007,Americas,,142,Country 142
Americas,76.089996,2015,Americas,,70,Country 70
Europe,64.110001,1998,Asia and Oceania,,53,Country 53
Americas,74.730003,2008,Americas,,72,Country 72
Africa,58.16,2013,Africa,Central Africa,141,Country 141
Western Pacific,62.990002,2001,Asia and Oceania,,140,Country 140
Americas,74.610001,2000,Americas,,143,Country 143
Eastern Mediterranean,57.189999,2012,Asia and Oceania,,69,Country 69
Europe,77.669998,1997,Asia and Oceania,,34,Country 34
Eastern Mediterranean,74.080002,2015,Africa,Northern Africa,32,Country 32
Europe,79.839996,2001,Europe,,33,Country 33
Africa,44.799999,1998,Africa,Central Africa,129,Country 129
Africa,56.139999,2011,Africa,Western Africa,122,Country 122
Africa,72.330002,2005,Africa,Eastern Africa,117,Country 117
Africa,59.919998,2005,Africa,Central Africa,11,Country 11
Americas,77.699997,2002,Americas,,15,Country 15
Africa,62.91,2011,Africa,Western Africa,12,Country 12
Americas,74.919998,2004,Americas,,109,Country 109
Americas,72.669998,1998,Americas,,160,Country 160
Europe,79.970001,2009,Europe,,16,Country 16
Eastern Mediterranean,75.470001,2012,Asia and Oceania,,163,Country 163
Europe,68.059998,1998,Europe,,23,Country 23
Europe,68.800003,2003,Europe,,151,Country 151
Europe,75.790001,1997,Europe,,24,Country 24
Africa,64.379997,2015,Africa,Southern Africa,152,Country 152
Europe,68.339996,2010,Asia and Oceania,,53,Country 53
Europe,70.809998,2007,Europe,,51,Country 51
Europe,75.059998,2016,Europe,,54,Country 54
Europe,80.589996,2013,Europe,,1,Country 1
Europe,80.410004,2013,Europe,,158,Country 158
Europe,66.790001,2007,Asia and Oceania,,14,Country 14
Eastern Mediterranean,77.370003,2002,Asia and Oceania,,155,Country 155
Europe,74.849998,2013,Europe,,157,Country 157
Africa,59.950001,2011,Africa,Western Africa,156,Country 156
Americas,74.129997,2014,Americas,,159,Country 159
Europe,78.919998,1998,Europe,,57,Country 57
South-East Asia,66.769997,1998,Asia and Oceania,,27,Country 27
Americas,78.980003,2007,Americas,,15,Country 15
Europe,80.480003,2012,Europe,,16,Country 16
Africa,59.310001,2013,Africa,Central Africa,62,Country 62
Europe,71.099998,1998,Europe,,28,Country 28
Africa,59.110001,2000,Africa,Central Africa,11,Country 11
Europe,73.639999,1998,Europe,,149,Country 149
Africa,64.870003,2014,Africa,Western Africa,12,Country 12
Europe,68,2008,Asia and Oceania,,19,Country 19
Africa,53.740002,2002,Africa,Central Africa,62,Country 62
Americas,77.040001,2001,Americas,,20,Country 20
Western Pacific,70.220001,2001,Asia and Oceania,,112,Country 112
Africa,60.02,2015,Africa,Western Africa,114,Country 114
Europe,80.889999,2009,Europe,,102,Country 102
Eastern Mediterranean,76.540001,2008,Africa,Northern Africa,98,Country 98
Americas,77.93,2008,Americas,,100,Country 100
Africa,61.459999,2000,Africa,Eastern Africa,99,Country 99
Europe,81.349998,2015,Europe,,97,Country 97
Americas,77.830002,2016,Americas,,146,Country 146
Western Pacific,78.93,1999,Asia and Oceania,,125,Country 125
Africa,56.189999,2001,Africa,Western Africa,31,Country 31
Europe,63.25,1999,Asia and Oceania,,126,Country 126
Western Pacific,75.389999,1998,Asia and Oceania,,124,Country 124
Western Pacific,68.150002,2005,Asia and Oceania,,137,Country 137
Eastern Mediterranean,62.610001,2000,Asia and Oceania,,30,Country 30
Africa,60.91,2015,Africa,Central Africa,62,Country 62
Europe,77.330002,1997,Europe,,104,Country 104
Europe,74.269997,2009,Europe,,28,Country 28
Western Pacific,75.559998,2016,Asia and Oceania,,46,Country 46
Europe,82.540001,2011,Europe,,95,Country 95
Europe,76.25,2004,Asia and Oceania,,4,Country 4
South-East Asia,64.93,2007,Asia and Oceania,,36,Country 36
Eastern Mediterranean,74.529999,2008,Asia and Oceania,,90,Country 90
Europe,80.230003,2011,Europe,,106,Country 106
Africa,63.799999,2015,Africa,Western Africa,108,Country 108
Eastern Mediterranean,75.970001,2008,Asia and Oceania,,163,Country 163
Eastern Mediterranean,75.029999,2008,Asia and Oceania,,107,Country 107
South-East Asia,73.93,2005,Asia and Oceania,,3,Country 3
Europe,81.970001,2010,Europe,,57,Country 57
Africa,53.32,1999,Africa,Western Africa,156,Country 156
Europe,79.589996,2007,Europe,,58,Country 58
Eastern Mediterranean,61.619999,2004,Africa,Eastern Africa,59,Country 59
Eastern Mediterranean,75.639999,2010,Asia and Oceania,,163,Country 163
Americas,70.559998,2005,Americas,,44,Country 44
Europe,74.43,2011,Europe,,49,Country 49
Africa,55.299999,2005,Africa,Eastern Africa,68,Country 68
Europe,77.120003,2013,Europe,,67,Country 67
Africa,43.669998,2007,Africa,Southern Africa,50,Country 50
Americas,75.300003,2004,Americas,,71,Country 71
Western Pacific,74.290001,2009,Asia and Oceania,,46,Country 46
Africa,50.84,2003,Africa,Eastern Africa,47,Country 47
Africa,54.860001,2005,Africa,Central Africa,45,Country 45
Americas,70.339996,1997,Americas,,88,Country 88
Africa,75.349998,2005,Africa,Northern Africa,48,Country 48
Africa,63.200001,2008,Africa,Western Africa,113,Country 113
Europe,79.349998,2004,Europe,,118,Country 118
Americas,77.730003,2010,Americas,,121,Country 121
Europe,77.809998,2000,Europe,,116,Country 116
Africa,59.610001,2007,Africa,Eastern Africa,119,Country 119
Eastern Mediterranean,72.970001,2004,Asia and Oceania,,120,Country 120
Eastern Mediterranean,65.510002,2006,Asia and Oceania,,83,Country 83
Europe,66.099998,1998,Asia and Oceania,,19,Country 19
Eastern Mediterranean,75.5,2003,Africa,Northern Africa,98,Country 98
Americas,76.290001,2003,Americas,,100,Country 100
Eastern Mediterranean,67.599998,2016,Asia and Oceania,,145,Country 145
Europe,78.940002,2004,Europe,,97,Country 97
Africa,65.610001,2011,Africa,Eastern Africa,99,Country 99
Europe,79.139999,2002,Europe,,102,Country 102
Eastern Mediterranean,51.52,1999,Asia and Oceania,,69,Country 69
Western Pacific,72.059998,2006,Asia and Oceania,,105,Country 105
Europe,70.5,2013,Asia and Oceania,,53,Country 53
Europe,72.099998,2000,Europe,,51,Country 51
Africa,51.610001,2005,Africa,Southern Africa,10,Country 10
Eastern Mediterranean,72.629997,1998,Asia and Oceania,,90,Country 90
Africa,49.630001,2015,Africa,Central Africa,129,Country 129
Europe,79.25,1997,Europe,,95,Country 95
Americas,77.959999,2000,Americas,,7,Country 7
Europe,67.5,2004,Europe,,110,Country 110
Africa,57.950001,2014,Africa,Eastern Africa,63,Country 63
Europe,77.769997,2011,Europe,,74,Country 74
Europe,73.25,2007,Europe,,75,Country 75
Americas,71.629997,2010,Americas,,73,Country 73
South-East Asia,63.59,2002,Asia and Oceania,,9,Country 9
Africa,59.759998,2012,Africa,Western Africa,38,Country 38
South-East Asia,69.970001,2003,Asia and Oceania,,9,Country 9
Africa,68.989998,1997,Africa,Western Africa,6,Country 6
Europe,80.550003,2011,Europe,,58,Country 58
Europe,80.830002,2006,Europe,,57,Country 57
Africa,59.009998,2015,Africa,Eastern Africa,63,Country 63
Eastern Mediterranean,62.84,2008,Africa,Eastern Africa,59,Country 59
Americas,78.220001,2001,Americas,,7,Country 7
Africa,54.43,2002,Africa,Central Africa,103,Country 103
Americas,75.019997,2003,Americas,,146,Country 146
Europe,80.050003,2012,Europe,,132,Country 132
Americas,79.260002,2000,Americas,,147,Country 147
Eastern Mediterranean,66.120003,2008,Asia and Oceania,,145,Country 145
Eastern Mediterranean,72.589996,1998,Asia and Oceania,,130,Country 130
Eastern Mediterranean,69.849998,2000,Africa,Northern Africa,144,Country 144
Eastern Mediterranean,73.779999,1998,Asia and Oceania,,131,Country 131
Eastern Mediterranean,73,2004,Asia and Oceania,,107,Country 107
Europe,78.93,2007,Europe,,106,Country 106
Africa,54.849998,2003,Africa,Western Africa,108,Country 108
Africa,73.309998,2015,Africa,Western Africa,6,Country 6
Africa,51.23,1997,Africa,Eastern Africa,63,Country 63
Americas,73.32,2005,Americas,,87,Country 87
Europe,67.870003,2008,Europe,,154,Country 154
Western Pacific,73.889999,2013,Asia and Oceania,,105,Country 105
Africa,57.57,2012,Africa,Southern Africa,162,Country 162
Western Pacific,73.599998,2008,Asia and Oceania,,112,Country 112
Africa,56.41,2006,Africa,Western Africa,114,Country 114
Europe,77.68,1998,Europe,,118,Country 118
Africa,55.830002,1997,Africa,Eastern Africa,119,Country 119
Americas,73.769997,2007,Americas,,87,Country 87
Eastern Mediterranean,72.870003,1998,Asia and Oceania,,120,Country 120
Africa,66.029999,2004,Africa,Central Africa,165,Country 165
Americas,74.309998,2009,Americas,,87,Country 87
Americas,74.589996,2009,Americas,,91,Country 91
Europe,74,2001,Europe,,149,Country 149
Africa,54.470001,2011,Africa,Eastern Africa,89,Country 89
South-East Asia,66.510002,2011,Asia and Oceania,,92,Country 92
Europe,81.269997,2007,Europe,,94,Country 94
Africa,66.730003,2014,Africa,Western Africa,5,Country 5
Africa,47.77,1999,Africa,Eastern Africa,47,Country 47
Americas,71.760002,2001,Americas,,88,Country 88
Africa,60.07,2005,Africa,Eastern Africa,148,Country 148
Africa,56.060001,2005,Africa,Eastern Africa,93,Country 93
Eastern Mediterranean,74.839996,1999,Asia and Oceania,,60,Country 60
South-East Asia,74.25,2006,Asia and Oceania,,3,Country 3
Europe,81.190002,2005,Europe,,134,Country 134
Africa,51.799999,2011,Africa,Eastern Africa,135,Country 135
Americas,76.93,2012,Americas,,133,Country 133
Americas,75.010002,2013,Americas,,87,Country 87
Africa,58.810001,1997,Africa,Western Africa,113,Country 113
Africa,56.209999,2007,Africa,Western Africa,35,Country 35
Western Pacific,73.379997,2007,Asia and Oceania,,112,Country 112
Americas,76.410004,1999,Americas,,121,Country 121
Africa,57.52,2009,Africa,Western Africa,114,Country 114
Americas,72.529999,2011,Americas,,153,Country 153
Western Pacific,69.959999,1997,Asia and Oceania,,105,Country 105
South-East Asia,67.790001,2009,Asia and Oceania,,43,Country 43
Africa,60.25,2009,Africa,Central Africa,8,Country 8
Europe,76.18,2010,Europe,,128,Country 128
Eastern Mediterranean,75.43,2004,Asia and Oceania,,131,Country 131
Eastern Mediterranean,74.440002,2004,Asia and Oceania,,130,Country 130
Africa,63.779999,1998,Africa,Central Africa,165,Country 165
Africa,53.139999,2002,Africa,Southern Africa,162,Country 162
Europe,62.98,1997,Asia and Oceania,,126,Country 126
Americas,72.769997,2013,Americas,,153,Country 153
Europe,78.099998,1999,Europe,,104,Country 104
Africa,42.32,2005,Africa,Southern Africa,65,Country 65
Europe,80.480003,2011,Europe,,66,Country 66
Europe,72.709999,2004,Europe,,64,Country 64
Western Pacific,68.379997,2007,Asia and Oceania,,137,Country 137
Western Pacific,78.169998,1997,Asia and Oceania,,125,Country 125
Americas,77.209999,2012,Americas,,146,Country 146
Americas,81.769997,2015,Americas,,147,Country 147
Africa,62.470001,2013,Africa,Central Africa,103,Country 103
Eastern Mediterranean,64.220001,2007,Asia and Oceania,,145,Country 145
Europe,74.230003,1999,Europe,,128,Country 128
Eastern Mediterranean,71.839996,2015,Africa,Northern Africa,144,Country 144
Europe,76.779999,2003,Europe,,132,Country 132
Americas,73.480003,2006,Americas,,101,Country 101
Africa,63.57,2000,Africa,Western Africa,127,Country 127
Europe,81.980003,2013,Europe,,104,Country 104
Americas,72.940002,2015,Americas,,153,Country 153
Africa,65.230003,2016,Africa,Southern Africa,152,Country 152
Eastern Mediterranean,79.809998,2010,Asia and Oceania,,155,Country 155
Western Pacific,80.989998,2014,Asia and Oceania,,124,Country 124
Europe,69.910004,2015,Asia and Oceania,,126,Country 126
Europe,78.110001,2005,Europe,,158,Country 158
Europe,72.57,2005,Europe,,157,Country 157
Africa,55.119999,2003,Africa,Western Africa,156,Country 156
Americas,74.059998,2006,Americas,,159,Country 159
Western Pacific,83.650002,2015,Asia and Oceania,,125,Country 125
Europe,74.309998,2001,Europe,,128,Country 128
Europe,74.830002,2014,Europe,,51,Country 51
Eastern Mediterranean,76.779999,2015,Asia and Oceania,,131,Country 131
Europe,64.760002,2003,Asia and Oceania,,53,Country 53
Europe,75.089996,1997,Europe,,132,Country 132
Eastern Mediterranean,68.010002,2015,Asia and Oceania,,130,Country 130
Europe,73.75,2011,Europe,,64,Country 64
South-East Asia,73.059998,2001,Asia and Oceania,,3,Country 3
Europe,79.440002,2004,Europe,,66,Country 66
Americas,71.970001,2007,Americas,,153,Country 153
Africa,46.91,2010,Africa,Southern Africa,65,Country 65
Africa,73.589996,2016,Africa,Western Africa,6,Country 6
Americas,76.459999,2009,Americas,,146,Country 146
Eastern Mediterranean,66.349998,2002,Asia and Oceania,,145,Country 145
Africa,58.529999,2008,Africa,Central Africa,103,Country 103
Europe,77.93,2006,Europe,,132,Country 132
Americas,81.339996,2010,Americas,,147,Country 147
Europe,82.099998,2016,Europe,,102,Country 102
Eastern Mediterranean,70.459999,2010,Africa,Northern Africa,144,Country 144
Africa,52.43,1998,Africa,Central Africa,141,Country 141
Africa,62.25,2011,Africa,Western Africa,164,Country 164
Europe,71.339996,2005,Europe,,51,Country 51
Europe,66.699997,2008,Asia and Oceania,,53,Country 53
Americas,74.010002,1998,Americas,,72,Country 72
Europe,78.610001,2001,Europe,,118,Country 118
Eastern Mediterranean,63.990002,2003,Asia and Oceania,,83,Country 83
Europe,78.980003,2005,Europe,,116,Country 116
Western Pacific,80.540001,2003,Asia and Oceania,,41,Country 41
Americas,78.639999,2015,Americas,,121,Country 121
Africa,55.669998,2002,Africa,Eastern Africa,119,Country 119
Eastern Mediterranean,73.129997,2001,Asia and Oceania,,120,Country 120
Africa,65.169998,2013,Africa,Western Africa,113,Country 113
Europe,67.870003,2008,Europe,,110,Country 110
Africa,52.169998,2000,Africa,Western Africa,38,Country 38
Europe,76.5,2011,Europe,,75,Country 75
South-East Asia,69.330002,2004,Asia and Oceania,,3,Country 3
Americas,70.449997,2006,Americas,,73,Country 73
Europe,76.849998,2007,Europe,,74,Country 74
Africa,60.790001,2016,Africa,Western Africa,35,Country 35
Americas,76.139999,2013,Americas,,70,Country 70
Europe,72.489998,2013,Europe,,23,Country 23
